x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z,f_m,f_x,f_y,f_z
-9.05,-3.77,30.18,-9.05,-3.40,30.18,-0.01,-0.37,0.01,0.37,0.01,0.37,0.01,0,0,0,0
-12.06,-3.62,30.16,-12.06,-3.23,30.15,-0.01,-0.39,0.01,0.39,0.01,0.39,0.01,0,0,0,0
-15.07,-3.44,30.14,-15.06,-3.02,30.13,-0.01,-0.41,0.01,0.41,0.01,0.41,0.01,0,0,0,0
-18.07,-3.23,30.11,-18.06,-2.80,30.11,-0.01,-0.43,0.01,0.43,0.01,0.43,0.01,0,0,0,0
-21.07,-3.01,30.09,-21.05,-2.56,30.08,-0.01,-0.45,0.01,0.45,0.01,0.45,0.01,0,0,0,0
-24.06,-2.78,30.07,-24.05,-2.32,30.07,-0.01,-0.46,0.01,0.46,0.01,0.46,0.01,0,0,0,0
-27.06,-2.56,30.06,-27.04,-2.09,30.05,-0.01,-0.47,0.00,0.47,0.01,0.47,0.00,0,0,0,0
-30.05,-2.34,30.04,-30.04,-1.86,30.04,-0.02,-0.48,0.00,0.48,0.02,0.48,0.00,0,0,0,0
-33.05,-2.13,30.03,-33.03,-1.65,30.03,-0.01,-0.47,0.00,0.47,0.01,0.47,0.00,0,0,0,0
-36.04,-1.92,30.02,-36.02,-1.45,30.02,-0.01,-0.46,0.00,0.46,0.01,0.46,0.00,0,0,0,0
-39.03,-1.71,30.02,-39.02,-1.27,30.01,-0.01,-0.44,0.00,0.44,0.01,0.44,0.00,0,0,0,0
-42.03,-1.51,30.01,-42.01,-1.09,30.01,-0.01,-0.42,0.00,0.42,0.01,0.42,0.00,0,0,0,0
-45.02,-1.32,30.01,-45.01,-0.931825,30.01,-0.01,-0.39,0.00,0.39,0.01,0.39,0.00,0,0,0,0
-48.02,-1.13,30.00,-48.01,-0.783411,30.00,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00,0,0,0,0
-51.01,-0.953359,30.00,-51.00,-0.647256,30.00,-0.01,-0.31,0.00,0.31,0.01,0.31,0.00,0,0,0,0
-54.01,-0.782065,30.00,-54.00,-0.523101,30.00,0.00,-0.26,0.00,0.26,0.00,0.26,0.00,0,0,0,0
-57.00,-0.620070,30.00,-57.00,-0.410423,30.00,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
-60.00,-0.469028,30.00,-60.00,-0.309007,30.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-63.00,-0.330519,30.00,-63.00,-0.218203,30,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
-66.00,-0.208484,30.00,-66.00,-0.139374,30.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
-69.00,-0.105877,30.00,-69.00,-0.072424,30.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
-72.00,-0.030170,30.00,-72.00,-0.021223,30.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,30,-75,0.000000,30,0,0,0,0,0,0,0,28.36,-26.17,1.41,10.84
75,0.000000,27,75,0.000000,27,0,0,0,0,0,0,0,24.86,23.45,1.15,8.17
72.00,-0.025226,27.00,72.00,-0.023059,27.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
69.00,-0.085538,27.00,69.00,-0.077428,27.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.163612,27.00,66.00,-0.146897,27.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
63.00,-0.256236,27.00,63.00,-0.229055,27.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
60.00,-0.361828,27.00,60.00,-0.322940,27.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
57.00,-0.480339,27.00,57.00,-0.428972,27.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.00,-0.611400,27.00,54.00,-0.547145,27.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
51.01,-0.755693,27.00,51.01,-0.678413,27.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
48.01,-0.913361,27.01,48.01,-0.823127,27.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
45.01,-1.09,27.01,45.01,-0.982681,27.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
42.02,-1.27,27.01,42.02,-1.16,27.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
39.02,-1.48,27.02,39.02,-1.35,27.02,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
36.03,-1.70,27.02,36.03,-1.56,27.02,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
33.04,-1.93,27.03,33.04,-1.78,27.03,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
30.05,-2.18,27.05,30.05,-2.02,27.04,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
27.06,-2.46,27.06,27.05,-2.29,27.06,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
24.06,-2.76,27.08,24.06,-2.57,27.08,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
21.07,-3.08,27.11,21.07,-2.89,27.11,0.00,-0.20,0.00,0.20,0.00,0.20,0.00,0,0,0,0
18.07,-3.42,27.15,18.07,-3.21,27.14,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
15.07,-3.75,27.19,15.07,-3.53,27.18,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
12.06,-4.07,27.23,12.05,-3.84,27.23,0.00,-0.24,0.00,0.24,0.00,0.24,0.00,0,0,0,0
9.04,-4.36,27.27,9.04,-4.10,27.26,0.00,-0.25,0.01,0.25,0.00,0.25,0.01,0,0,0,0
6.02,-4.58,27.30,6.01,-4.31,27.30,0.00,-0.27,0.00,0.27,0.00,0.27,0.00,0,0,0,0
2.99,-4.73,27.32,2.99,-4.44,27.31,0.00,-0.29,0.01,0.29,0.00,0.29,0.01,0,0,0,0
-0.030838,-4.78,27.32,-0.034098,-4.47,27.31,0.00,-0.31,0.01,0.31,0.00,0.31,0.01,0,0,0,0
-3.05,-4.75,27.30,-3.05,-4.42,27.30,0.00,-0.33,0.01,0.33,0.00,0.33,0.01,0,0,0,0
-6.07,-4.65,27.29,-6.07,-4.30,27.28,0.00,-0.35,0.01,0.35,0.00,0.35,0.01,0,0,0,0
-9.09,-4.49,27.26,-9.08,-4.12,27.25,0.00,-0.37,0.01,0.37,0.00,0.37,0.01,0,0,0,0
-12.09,-4.28,27.22,-12.09,-3.89,27.22,0.00,-0.39,0.01,0.39,0.00,0.39,0.01,0,0,0,0
-15.10,-4.02,27.18,-15.09,-3.61,27.18,-0.01,-0.42,0.01,0.42,0.01,0.42,0.01,0,0,0,0
-18.10,-3.75,27.15,-18.09,-3.31,27.14,-0.01,-0.44,0.01,0.44,0.01,0.44,0.01,0,0,0,0
-21.09,-3.45,27.12,-21.08,-2.99,27.11,-0.01,-0.46,0.01,0.46,0.01,0.46,0.01,0,0,0,0
-24.09,-3.16,27.09,-24.07,-2.68,27.08,-0.01,-0.48,0.00,0.48,0.01,0.48,0.00,0,0,0,0
-27.08,-2.88,27.07,-27.06,-2.39,27.06,-0.02,-0.49,0.00,0.49,0.02,0.49,0.00,0,0,0,0
-30.07,-2.61,27.05,-30.05,-2.11,27.05,-0.02,-0.50,0.00,0.50,0.02,0.50,0.00,0,0,0,0
-33.06,-2.36,27.04,-33.04,-1.86,27.03,-0.02,-0.50,0.00,0.50,0.02,0.50,0.00,0,0,0,0
-36.05,-2.12,27.03,-36.03,-1.63,27.02,-0.02,-0.49,0.00,0.49,0.02,0.49,0.00,0,0,0,0
-39.04,-1.89,27.02,-39.03,-1.41,27.02,-0.02,-0.47,0.00,0.47,0.02,0.47,0.00,0,0,0,0
-42.03,-1.66,27.01,-42.02,-1.22,27.01,-0.01,-0.45,0.00,0.45,0.01,0.45,0.00,0,0,0,0
-45.03,-1.45,27.01,-45.01,-1.04,27.01,-0.01,-0.41,0.00,0.41,0.01,0.41,0.00,0,0,0,0
-48.02,-1.24,27.01,-48.01,-0.869268,27.01,-0.01,-0.37,0.00,0.37,0.01,0.37,0.00,0,0,0,0
-51.01,-1.05,27.00,-51.01,-0.718314,27.00,-0.01,-0.33,0.00,0.33,0.01,0.33,0.00,0,0,0,0
-54.01,-0.858898,27.00,-54.00,-0.581231,27.00,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-57.01,-0.682241,27.00,-57.00,-0.457314,27.00,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-60.00,-0.517435,27.00,-60.00,-0.345627,27.00,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-63.00,-0.366954,27.00,-63.00,-0.246268,27.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-66.00,-0.232898,27.00,-66.00,-0.158557,27.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
-69.00,-0.119683,27.00,-69.00,-0.083642,27.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-72.00,-0.034681,27.00,-72.00,-0.025024,27.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,27,-75,0.000000,27,0,0,0,0,0,0,0,28.19,-26.27,1.46,10.11
75,0.000000,24,75,0.000000,24,0,0,0,0,0,0,0,24.26,22.46,1.25,9.09
72.00,-0.028406,24.00,72.00,-0.026182,24.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
69.00,-0.095552,24.00,69.00,-0.087250,24.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.181387,24.00,66.00,-0.164319,24.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
63.00,-0.281729,24.00,63.00,-0.254033,24.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
60.00,-0.395866,24.00,60,-0.356317,24.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
57.00,-0.523336,24.00,57.00,-0.471204,24.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.00,-0.665014,24.00,54.00,-0.599949,24.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
51.01,-0.821132,24.00,51.01,-0.743086,24.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
48.01,-0.992750,24.01,48.01,-0.901897,24.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
45.02,-1.18,24.01,45.02,-1.08,24.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
42.02,-1.39,24.01,42.02,-1.27,24.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
39.03,-1.61,24.02,39.03,-1.49,24.02,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
36.04,-1.86,24.03,36.04,-1.72,24.02,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
33.05,-2.13,24.04,33.05,-1.98,24.03,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
30.06,-2.43,24.05,30.06,-2.27,24.05,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
27.08,-2.76,24.08,27.07,-2.59,24.07,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
24.09,-3.14,24.11,24.09,-2.95,24.10,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
21.10,-3.54,24.15,21.09,-3.35,24.14,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
18.11,-3.99,24.20,18.11,-3.79,24.20,0.01,-0.20,0.00,0.20,0.01,0.20,0.00,0,0,0,0
15.10,-4.45,24.27,15.10,-4.24,24.27,0.01,-0.22,0.00,0.22,0.01,0.22,0.00,0,0,0,0
12.10,-4.91,24.34,12.09,-4.69,24.34,0.01,-0.23,0.00,0.23,0.01,0.23,0.00,0,0,0,0
9.05,-5.35,24.43,9.04,-5.11,24.43,0.01,-0.24,0.00,0.24,0.01,0.24,0.00,0,0,0,0
5.99,-5.74,24.50,5.98,-5.49,24.50,0.01,-0.26,0.00,0.26,0.01,0.26,0.00,0,0,0,0
2.93,-6.04,24.53,2.92,-5.77,24.53,0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-0.107507,-6.18,24.53,-0.118580,-5.89,24.53,0.01,-0.29,0.00,0.30,0.01,0.29,0.00,0,0,0,0
-3.13,-6.11,24.51,-3.14,-5.80,24.51,0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-6.15,-5.87,24.45,-6.16,-5.54,24.45,0.01,-0.34,0.00,0.34,0.01,0.34,0.00,0,0,0,0
-9.16,-5.52,24.39,-9.17,-5.16,24.38,0.00,-0.36,0.00,0.36,0.00,0.36,0.00,0,0,0,0
-12.18,-5.16,24.31,-12.18,-4.77,24.30,0,-0.39,0.01,0.39,0,0.39,0.01,0,0,0,0
-15.17,-4.79,24.25,-15.17,-4.37,24.25,0.00,-0.41,0.00,0.41,0.00,0.41,0.00,0,0,0,0
-18.15,-4.38,24.20,-18.14,-3.94,24.19,-0.01,-0.44,0.00,0.44,0.01,0.44,0.00,0,0,0,0
-21.14,-3.97,24.14,-21.13,-3.51,24.14,-0.01,-0.47,0.00,0.47,0.01,0.47,0.00,0,0,0,0
-24.12,-3.59,24.11,-24.10,-3.10,24.10,-0.02,-0.49,0.00,0.49,0.02,0.49,0.00,0,0,0,0
-27.10,-3.23,24.08,-27.09,-2.72,24.07,-0.02,-0.51,0.00,0.51,0.02,0.51,0.00,0,0,0,0
-30.09,-2.91,24.06,-30.07,-2.39,24.05,-0.02,-0.52,0.00,0.52,0.02,0.52,0.00,0,0,0,0
-33.07,-2.61,24.04,-33.05,-2.08,24.04,-0.02,-0.53,0.00,0.53,0.02,0.53,0.00,0,0,0,0
-36.06,-2.33,24.03,-36.04,-1.81,24.03,-0.02,-0.52,0.00,0.52,0.02,0.52,0.00,0,0,0,0
-39.05,-2.07,24.02,-39.03,-1.56,24.02,-0.02,-0.50,0.00,0.50,0.02,0.50,0.00,0,0,0,0
-42.04,-1.82,24.01,-42.02,-1.34,24.01,-0.02,-0.48,0.00,0.48,0.02,0.48,0.00,0,0,0,0
-45.03,-1.58,24.01,-45.02,-1.14,24.01,-0.01,-0.44,0.00,0.44,0.01,0.44,0.00,0,0,0,0
-48.02,-1.35,24.01,-48.01,-0.954844,24.01,-0.01,-0.40,0.00,0.40,0.01,0.40,0.00,0,0,0,0
-51.02,-1.14,24.00,-51.01,-0.788722,24.00,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00,0,0,0,0
-54.01,-0.934452,24.00,-54.00,-0.638806,24.00,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00,0,0,0,0
-57.01,-0.743280,24.00,-57.00,-0.503709,24.00,-0.01,-0.24,0.00,0.24,0.01,0.24,0.00,0,0,0,0
-60.00,-0.565257,24.00,-60.00,-0.382197,24.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-63.00,-0.402266,24.00,-63.00,-0.273614,24.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-66.00,-0.257225,24.00,-66.00,-0.177913,24,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-69.00,-0.133128,24.00,-69.00,-0.094628,24.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-72.00,-0.038777,24.00,-72.00,-0.028437,24.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,24,-75,0.000000,24,0,0,0,0,0,0,0,25.76,-23.79,1.27,9.79
75,0.000000,21,75,0.000000,21,0,0,0,0,0,0,0,19.94,18.51,0.956502,7.36
72.00,-0.031379,21.00,72.00,-0.029110,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.105671,21.00,69.00,-0.097238,21.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.198483,21,66.00,-0.181184,21.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
63.00,-0.306430,21.00,63.00,-0.278403,21.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
60.00,-0.428520,21.00,60.00,-0.388562,21.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
57.00,-0.564967,21.00,57.00,-0.512382,21.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.01,-0.716368,21.00,54.01,-0.650873,21.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
51.01,-0.883897,21.01,51.01,-0.805526,21.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
48.01,-1.07,21.01,48.01,-0.978353,21.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
45.02,-1.27,21.01,45.02,-1.17,21.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
42.03,-1.50,21.01,42.03,-1.39,21.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
39.04,-1.75,21.02,39.04,-1.62,21.02,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
36.05,-2.03,21.03,36.05,-1.89,21.03,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
33.07,-2.34,21.04,33.06,-2.19,21.04,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
30.08,-2.69,21.06,30.08,-2.53,21.06,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
27.10,-3.09,21.09,27.10,-2.93,21.09,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
24.12,-3.55,21.13,24.12,-3.38,21.13,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
21.15,-4.08,21.19,21.14,-3.90,21.19,0.01,-0.18,0.00,0.18,0.01,0.18,0.00,0,0,0,0
18.16,-4.68,21.28,18.15,-4.49,21.28,0.01,-0.19,0.00,0.19,0.01,0.19,0.00,0,0,0,0
15.18,-5.38,21.40,15.17,-5.17,21.40,0.01,-0.21,0.00,0.21,0.01,0.21,0.00,0,0,0,0
12.12,-6.16,21.59,12.11,-5.95,21.59,0.01,-0.22,0.00,0.22,0.01,0.22,0.00,0,0,0,0
9.06,-6.95,21.69,9.05,-6.72,21.69,0.01,-0.23,0.00,0.23,0.01,0.23,0.00,0,0,0,0
5.95,-7.57,21.71,5.93,-7.32,21.72,0.02,-0.25,-0.01,0.25,0.02,0.25,0.01,0,0,0,0
2.84,-7.94,21.71,2.82,-7.67,21.72,0.02,-0.27,-0.01,0.27,0.02,0.27,0.01,0,0,0,0
-0.249163,-8.08,21.70,-0.272279,-7.79,21.71,0.02,-0.29,-0.01,0.29,0.02,0.29,0.01,0,0,0,0
-3.30,-8.03,21.66,-3.32,-7.72,21.67,0.02,-0.31,-0.01,0.31,0.02,0.31,0.01,0,0,0,0
-6.35,-7.79,21.62,-6.37,-7.45,21.62,0.02,-0.33,0.00,0.33,0.02,0.33,0.00,0,0,0,0
-9.37,-7.32,21.57,-9.39,-6.96,21.57,0.02,-0.36,0.00,0.36,0.02,0.36,0.00,0,0,0,0
-12.35,-6.62,21.48,-12.36,-6.24,21.48,0.01,-0.38,0.00,0.38,0.01,0.38,0.00,0,0,0,0
-15.30,-5.86,21.36,-15.31,-5.44,21.36,0.00,-0.41,0.00,0.41,0.00,0.41,0.00,0,0,0,0
-18.26,-5.18,21.25,-18.25,-4.73,21.25,0.00,-0.44,0.00,0.44,0.00,0.44,0.00,0,0,0,0
-21.21,-4.59,21.18,-21.20,-4.12,21.18,-0.01,-0.47,0.00,0.47,0.01,0.47,0.00,0,0,0,0
-24.17,-4.08,21.13,-24.16,-3.57,21.12,-0.02,-0.50,0.00,0.50,0.02,0.50,0.00,0,0,0,0
-27.14,-3.63,21.09,-27.12,-3.10,21.09,-0.02,-0.53,0.00,0.53,0.02,0.53,0.00,0,0,0,0
-30.11,-3.22,21.06,-30.09,-2.68,21.06,-0.02,-0.54,0.00,0.54,0.02,0.54,0.00,0,0,0,0
-33.09,-2.87,21.05,-33.07,-2.32,21.04,-0.02,-0.55,0.00,0.55,0.02,0.55,0.00,0,0,0,0
-36.08,-2.54,21.03,-36.05,-2.00,21.03,-0.02,-0.55,0.00,0.55,0.02,0.55,0.00,0,0,0,0
-39.06,-2.24,21.02,-39.04,-1.71,21.02,-0.02,-0.53,0.00,0.53,0.02,0.53,0.00,0,0,0,0
-42.05,-1.97,21.02,-42.03,-1.46,21.01,-0.02,-0.50,0.00,0.50,0.02,0.50,0.00,0,0,0,0
-45.04,-1.71,21.01,-45.02,-1.24,21.01,-0.02,-0.47,0.00,0.47,0.02,0.47,0.00,0,0,0,0
-48.03,-1.46,21.01,-48.02,-1.04,21.01,-0.01,-0.42,0.00,0.42,0.01,0.42,0.00,0,0,0,0
-51.02,-1.23,21.00,-51.01,-0.857058,21.00,-0.01,-0.37,0.00,0.37,0.01,0.37,0.00,0,0,0,0
-54.01,-1.01,21.00,-54.01,-0.694434,21.00,-0.01,-0.31,0.00,0.31,0.01,0.31,0.00,0,0,0,0
-57.01,-0.801798,21.00,-57.00,-0.548362,21.00,-0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
-60.00,-0.611016,21.00,-60.00,-0.417357,21.00,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
-63,-0.436434,21.00,-63.00,-0.300299,21.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-66.00,-0.280770,21.00,-66.00,-0.196811,21.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-69.00,-0.146742,21.00,-69.00,-0.105944,21.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-72.00,-0.043153,21.00,-72.00,-0.032176,21.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,21,-75,0.000000,21,0,0,0,0,0,0,0,20.44,-18.72,0.738890,8.18
75,0.000000,18,75,0.000000,18,0,0,0,0,0,0,0,15.94,14.27,0.424455,7.08
72.00,-0.034650,18.00,72.00,-0.032348,18.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
69.00,-0.115671,18.00,69.00,-0.107161,18.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.215181,18.00,66.00,-0.197756,18.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
63.00,-0.329634,18.00,63.00,-0.301438,18.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
60,-0.458912,18.00,60.00,-0.418760,18.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
57.00,-0.603436,18.00,57.00,-0.550675,18.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
54.01,-0.764414,18.00,54.01,-0.698814,18.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
51.01,-0.942904,18.00,51.01,-0.864588,18.00,0,-0.08,0.00,0.08,0,0.08,0.00,0,0,0,0
48.02,-1.14,18.01,48.02,-1.05,18.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
45.03,-1.36,18.01,45.02,-1.26,18.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
42.03,-1.61,18.01,42.03,-1.49,18.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
39.05,-1.88,18.02,39.05,-1.76,18.02,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
36.06,-2.19,18.03,36.06,-2.06,18.03,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
33.08,-2.55,18.05,33.08,-2.41,18.04,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
30.11,-2.96,18.07,30.10,-2.81,18.07,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
27.13,-3.44,18.10,27.13,-3.28,18.10,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
24.17,-4.02,18.16,24.17,-3.85,18.16,0.01,-0.17,0.00,0.17,0.01,0.17,0.00,0,0,0,0
21.21,-4.71,18.26,21.20,-4.54,18.26,0.01,-0.18,0.00,0.18,0.01,0.18,0.00,0,0,0,0
18.26,-5.60,18.41,18.25,-5.42,18.41,0.01,-0.19,0.00,0.19,0.01,0.19,0.00,0,0,0,0
15.26,-6.69,18.65,15.25,-6.49,18.66,0.01,-0.20,0.00,0.20,0.01,0.20,0.00,0,0,0,0
12.17,-7.77,18.76,12.15,-7.56,18.77,0.02,-0.21,-0.01,0.21,0.02,0.21,0.01,0,0,0,0
8.96,-8.49,18.67,8.94,-8.27,18.68,0.02,-0.22,-0.01,0.22,0.02,0.22,0.01,0,0,0,0
5.81,-8.79,18.49,5.79,-8.55,18.50,0.03,-0.24,-0.01,0.24,0.03,0.24,0.01,0,0,0,0
2.74,-8.79,18.33,2.71,-8.53,18.34,0.03,-0.26,-0.01,0.27,0.03,0.26,0.01,0,0,0,0
-0.260806,-8.73,18.22,-0.285807,-8.44,18.23,0.03,-0.28,-0.01,0.29,0.03,0.28,0.01,0,0,0,0
-3.28,-8.81,18.19,-3.30,-8.50,18.20,0.03,-0.31,-0.01,0.31,0.03,0.31,0.01,0,0,0,0
-6.34,-8.92,18.24,-6.37,-8.59,18.24,0.03,-0.33,0.00,0.33,0.03,0.33,0.00,0,0,0,0
-9.45,-8.88,18.33,-9.48,-8.52,18.34,0.03,-0.36,0.00,0.36,0.03,0.36,0.00,0,0,0,0
-12.56,-8.39,18.48,-12.59,-8.01,18.48,0.03,-0.38,0.00,0.38,0.03,0.38,0.00,0,0,0,0
-15.55,-7.39,18.44,-15.57,-6.98,18.44,0.02,-0.41,0.00,0.41,0.02,0.41,0.00,0,0,0,0
-18.43,-6.26,18.32,-18.43,-5.81,18.32,0.00,-0.45,0.00,0.45,0.00,0.45,0.00,0,0,0,0
-21.32,-5.35,18.22,-21.31,-4.87,18.21,-0.01,-0.48,0.00,0.48,0.01,0.48,0.00,0,0,0,0
-24.24,-4.64,18.15,-24.23,-4.13,18.15,-0.01,-0.51,0.00,0.51,0.01,0.51,0.00,0,0,0,0
-27.19,-4.05,18.10,-27.17,-3.51,18.10,-0.02,-0.54,0.00,0.54,0.02,0.54,0.00,0,0,0,0
-30.15,-3.56,18.07,-30.12,-3.00,18.07,-0.02,-0.56,0.00,0.56,0.02,0.56,0.00,0,0,0,0
-33.12,-3.13,18.05,-33.09,-2.56,18.04,-0.03,-0.57,0.00,0.57,0.03,0.57,0.00,0,0,0,0
-36.09,-2.75,18.03,-36.07,-2.18,18.03,-0.03,-0.57,0.00,0.57,0.03,0.57,0.00,0,0,0,0
-39.08,-2.42,18.02,-39.05,-1.86,18.02,-0.02,-0.56,0.00,0.56,0.02,0.56,0.00,0,0,0,0
-42.06,-2.11,18.02,-42.04,-1.58,18.02,-0.02,-0.53,0.00,0.53,0.02,0.53,0.00,0,0,0,0
