x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z,f_m,f_x,f_y,f_z
42.00,-0.811434,-42.01,42.01,-0.738353,-42.01,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
39.01,-0.937118,-42.01,39.01,-0.855145,-42.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
36.01,-1.07,-42.01,36.01,-0.978041,-42.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
33.01,-1.21,-42.02,33.01,-1.11,-42.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
30.01,-1.35,-42.02,30.01,-1.24,-42.02,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
27.01,-1.49,-42.03,27.02,-1.37,-42.03,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
24.02,-1.64,-42.04,24.02,-1.50,-42.03,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
21.02,-1.78,-42.04,21.02,-1.63,-42.04,0.00,-0.15,-0.01,0.15,0.00,0.15,0.01,0,0,0,0
18.02,-1.92,-42.05,18.02,-1.76,-42.05,0.00,-0.16,-0.01,0.16,0.00,0.16,0.01,0,0,0,0
15.02,-2.05,-42.06,15.02,-1.87,-42.06,0.00,-0.18,-0.01,0.18,0.00,0.18,0.01,0,0,0,0
12.01,-2.16,-42.07,12.02,-1.97,-42.06,0.00,-0.19,-0.01,0.19,0.00,0.19,0.01,0,0,0,0
9.01,-2.26,-42.08,9.01,-2.05,-42.07,0.00,-0.21,-0.01,0.21,0.00,0.21,0.01,0,0,0,0
6.01,-2.34,-42.09,6.01,-2.11,-42.08,0.00,-0.22,-0.01,0.22,0.00,0.22,0.01,0,0,0,0
3.00,-2.39,-42.09,3.01,-2.16,-42.08,0.00,-0.24,-0.01,0.24,0.00,0.24,0.01,0,0,0,0
-0.000777,-2.43,-42.09,0.003568,-2.17,-42.08,0.00,-0.26,-0.01,0.26,0.00,0.26,0.01,0,0,0,0
-3.01,-2.44,-42.09,-3.00,-2.16,-42.08,-0.01,-0.27,-0.01,0.27,0.01,0.27,0.01,0,0,0,0
-6.01,-2.42,-42.09,-6.01,-2.13,-42.08,-0.01,-0.29,-0.01,0.29,0.01,0.29,0.01,0,0,0,0
-9.02,-2.37,-42.08,-9.01,-2.07,-42.07,-0.01,-0.30,-0.01,0.30,0.01,0.30,0.01,0,0,0,0
-12.02,-2.31,-42.07,-12.01,-1.99,-42.07,-0.01,-0.32,-0.01,0.32,0.01,0.32,0.01,0,0,0,0
-15.02,-2.22,-42.07,-15.02,-1.89,-42.06,-0.01,-0.33,-0.01,0.33,0.01,0.33,0.01,0,0,0,0
-18.03,-2.12,-42.06,-18.02,-1.78,-42.05,-0.01,-0.34,-0.01,0.34,0.01,0.34,0.01,0,0,0,0
-21.03,-2.01,-42.05,-21.02,-1.66,-42.04,-0.01,-0.35,-0.01,0.35,0.01,0.35,0.01,0,0,0,0
-24.03,-1.89,-42.04,-24.02,-1.53,-42.03,-0.01,-0.35,-0.01,0.35,0.01,0.35,0.01,0,0,0,0
-27.03,-1.76,-42.03,-27.02,-1.40,-42.03,-0.01,-0.36,0.00,0.36,0.01,0.36,0.00,0,0,0,0
-30.02,-1.62,-42.02,-30.01,-1.27,-42.02,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00,0,0,0,0
-33.02,-1.48,-42.02,-33.01,-1.14,-42.01,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00,0,0,0,0
-36.02,-1.35,-42.01,-36.01,-1.01,-42.01,-0.01,-0.34,0.00,0.34,0.01,0.34,0.00,0,0,0,0
-39.02,-1.20,-42.01,-39.01,-0.883617,-42.01,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-42.01,-1.07,-42.01,-42.01,-0.764676,-42.01,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00,0,0,0,0
-45.01,-0.928671,-42.00,-45.00,-0.652336,-42.00,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-48.01,-0.794707,-42.00,-48.00,-0.547034,-42.00,0.00,-0.25,0.00,0.25,0.00,0.25,0.00,0,0,0,0
-51.01,-0.665106,-42.00,-51.00,-0.449330,-42.00,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-54.00,-0.541084,-42.00,-54.00,-0.359544,-42.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-57.00,-0.423898,-42.00,-57.00,-0.277793,-42.00,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
-60,-0.315581,-42.00,-60.00,-0.204780,-42.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
-63.00,-0.217661,-42.00,-63.00,-0.140456,-42.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-66.00,-0.133124,-42.00,-66.00,-0.086011,-42.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-69.00,-0.064761,-42.00,-69.00,-0.042177,-42.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-72.00,-0.017992,-42.00,-72.00,-0.012017,-42.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,-0.000001,-42,-75,-0.000001,-42,0,0,0,0,0,0,0,37.13,-32.67,1.97,-17.53
75,-0.000001,-45,75,-0.000001,-45,0,0,0,0,0,0,0,37.25,34.16,2.27,-14.68
72.00,-0.009729,-45.00,72.00,-0.008652,-45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.035682,-45.00,69.00,-0.031507,-45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.074978,-45.00,66.00,-0.066221,-45.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.124851,-45.00,63.00,-0.110402,-45.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.184458,-45.00,60.00,-0.163494,-45.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
57.00,-0.252398,-45.00,57.00,-0.224308,-45.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
54.00,-0.328205,-45.00,54,-0.292559,-45.00,0.00,-0.04,0,0.04,0.00,0.04,0,0,0,0,0
51.00,-0.411437,-45.00,51.00,-0.367936,-45.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
48,-0.501794,-45.00,48.00,-0.450241,-45.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
45.00,-0.598351,-45.00,45.00,-0.538603,-45.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
42.00,-0.701098,-45.00,42.00,-0.633012,-45.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
39.00,-0.809637,-45.01,39.01,-0.733010,-45.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
36.00,-0.923173,-45.01,36.01,-0.837695,-45.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
33.01,-1.04,-45.01,33.01,-0.946106,-45.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
30.01,-1.16,-45.02,30.01,-1.06,-45.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
27.01,-1.28,-45.02,27.01,-1.17,-45.02,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
24.01,-1.40,-45.03,24.01,-1.28,-45.02,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
21.01,-1.52,-45.03,21.01,-1.38,-45.03,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
18.01,-1.63,-45.04,18.01,-1.48,-45.03,0.00,-0.15,-0.01,0.15,0.00,0.15,0.01,0,0,0,0
15.01,-1.74,-45.05,15.01,-1.57,-45.04,0.00,-0.17,-0.01,0.17,0.00,0.17,0.01,0,0,0,0
12.01,-1.83,-45.05,12.01,-1.65,-45.05,0.00,-0.18,-0.01,0.18,0.00,0.18,0.01,0,0,0,0
9.01,-1.91,-45.06,9.01,-1.71,-45.05,0.00,-0.20,-0.01,0.20,0.00,0.20,0.01,0,0,0,0
6.00,-1.97,-45.06,6.01,-1.76,-45.05,0.00,-0.21,-0.01,0.21,0.00,0.21,0.01,0,0,0,0
3.00,-2.02,-45.06,3.00,-1.79,-45.06,0.00,-0.23,-0.01,0.23,0.00,0.23,0.01,0,0,0,0
-0.003523,-2.05,-45.07,0.001434,-1.80,-45.06,0.00,-0.24,-0.01,0.24,0.00,0.24,0.01,0,0,0,0
-3.01,-2.05,-45.06,-3.00,-1.80,-45.06,-0.01,-0.26,-0.01,0.26,0.01,0.26,0.01,0,0,0,0
-6.01,-2.04,-45.06,-6.00,-1.77,-45.05,-0.01,-0.27,-0.01,0.27,0.01,0.27,0.01,0,0,0,0
-9.01,-2.01,-45.06,-9.01,-1.73,-45.05,-0.01,-0.28,-0.01,0.28,0.01,0.28,0.01,0,0,0,0
-12.02,-1.96,-45.05,-12.01,-1.66,-45.05,-0.01,-0.29,-0.01,0.29,0.01,0.29,0.01,0,0,0,0
-15.02,-1.89,-45.05,-15.01,-1.59,-45.04,-0.01,-0.30,-0.01,0.31,0.01,0.30,0.01,0,0,0,0
-18.02,-1.81,-45.04,-18.01,-1.50,-45.03,-0.01,-0.31,-0.01,0.31,0.01,0.31,0.01,0,0,0,0
-21.02,-1.72,-45.03,-21.01,-1.40,-45.03,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-24.02,-1.62,-45.03,-24.01,-1.30,-45.02,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-27.02,-1.51,-45.02,-27.01,-1.19,-45.02,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-30.02,-1.40,-45.02,-30.01,-1.08,-45.01,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-33.02,-1.28,-45.01,-33.01,-0.970833,-45.01,-0.01,-0.31,0.00,0.31,0.01,0.31,0.00,0,0,0,0
-36.01,-1.16,-45.01,-36.01,-0.862094,-45.01,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00,0,0,0,0
-39.01,-1.04,-45.01,-39.01,-0.756382,-45.01,-0.01,-0.29,0.00,0.29,0.01,0.29,0.00,0,0,0,0
-42.01,-0.922891,-45.00,-42.00,-0.654697,-45.00,-0.01,-0.27,0.00,0.27,0.01,0.27,0.00,0,0,0,0
-45.01,-0.803815,-45.00,-45.00,-0.558227,-45.00,0.00,-0.25,0,0.25,0.00,0.25,0,0,0,0,0
-48.01,-0.687230,-45.00,-48.00,-0.467564,-45.00,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-51.00,-0.574231,-45.00,-51.00,-0.383211,-45.00,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
-54.00,-0.465953,-45.00,-54.00,-0.305506,-45,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-57.00,-0.363640,-45.00,-57.00,-0.234725,-45.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-60.00,-0.269191,-45.00,-60.00,-0.171581,-45.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-63.00,-0.184335,-45.00,-63.00,-0.116436,-45.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
-66.00,-0.111392,-45.00,-66.00,-0.070032,-45.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-69.00,-0.053410,-45.00,-69.00,-0.033625,-45.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-72.00,-0.014288,-45.00,-72.00,-0.009068,-45.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,-0.000001,-45,-75,-0.000001,-45,0,0,0,0,0,0,0,37.23,-33.47,2.18,-16.17
75,-0.000001,-48,75,-0.000001,-48,0,0,0,0,0,0,0,29.52,27.12,1.33,-11.56
72.00,-0.007407,-48.00,72.00,-0.006461,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.028411,-48.00,69.00,-0.024769,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.060420,-48.00,66.00,-0.052742,-48.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.102417,-48.00,63.00,-0.089676,-48.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.152465,-48.00,60.00,-0.133867,-48.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
57.00,-0.210628,-48.00,57.00,-0.185568,-48.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
54.00,-0.275481,-48.00,54.00,-0.243508,-48.00,0.00,-0.03,0,0.03,0.00,0.03,0,0,0,0,0
51.00,-0.346794,-48.00,51.00,-0.307589,-48.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
48.00,-0.424451,-48.00,48.00,-0.377791,-48.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
45.00,-0.507383,-48.00,45.00,-0.453104,-48.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
42.00,-0.595644,-48.00,42.00,-0.533584,-48.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
39.00,-0.688320,-48.00,39.00,-0.618269,-48.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
36.00,-0.784895,-48.01,36.00,-0.706523,-48.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
33.00,-0.884675,-48.01,33.01,-0.797536,-48.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
30.00,-0.986212,-48.01,30.01,-0.889683,-48.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
27.00,-1.09,-48.02,27.01,-0.981655,-48.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
24.01,-1.19,-48.02,24.01,-1.07,-48.02,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
21.01,-1.29,-48.02,21.01,-1.16,-48.02,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
18.01,-1.38,-48.03,18.01,-1.24,-48.02,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
15.00,-1.46,-48.03,15.01,-1.31,-48.03,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
12.00,-1.54,-48.04,12.01,-1.37,-48.03,0.00,-0.17,-0.01,0.17,0.00,0.17,0.01,0,0,0,0
9.00,-1.61,-48.04,9.01,-1.42,-48.03,0.00,-0.18,-0.01,0.18,0.00,0.18,0.01,0,0,0,0
6.00,-1.66,-48.04,6.00,-1.46,-48.04,0.00,-0.20,-0.01,0.20,0.00,0.20,0.01,0,0,0,0
3.00,-1.70,-48.05,3.00,-1.49,-48.04,0.00,-0.21,-0.01,0.21,0.00,0.21,0.01,0,0,0,0
-0.004364,-1.72,-48.05,0.000674,-1.49,-48.04,-0.01,-0.22,-0.01,0.22,0.01,0.22,0.01,0,0,0,0
-3.01,-1.72,-48.05,-3.00,-1.49,-48.04,-0.01,-0.24,-0.01,0.24,0.01,0.24,0.01,0,0,0,0
-6.01,-1.72,-48.04,-6.00,-1.47,-48.04,-0.01,-0.25,-0.01,0.25,0.01,0.25,0.01,0,0,0,0
-9.01,-1.69,-48.04,-9.01,-1.43,-48.03,-0.01,-0.26,-0.01,0.26,0.01,0.26,0.01,0,0,0,0
-12.01,-1.65,-48.04,-12.01,-1.38,-48.03,-0.01,-0.27,-0.01,0.27,0.01,0.27,0.01,0,0,0,0
-15.01,-1.60,-48.03,-15.01,-1.32,-48.03,-0.01,-0.28,-0.01,0.28,0.01,0.28,0.01,0,0,0,0
-18.02,-1.54,-48.03,-18.01,-1.25,-48.02,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-21.02,-1.46,-48.02,-21.01,-1.17,-48.02,-0.01,-0.29,0.00,0.29,0.01,0.29,0.00,0,0,0,0
-24.02,-1.38,-48.02,-24.01,-1.09,-48.02,-0.01,-0.29,0.00,0.29,0.01,0.29,0.00,0,0,0,0
-27.01,-1.29,-48.02,-27.01,-1.00,-48.01,-0.01,-0.29,0.00,0.29,0.01,0.29,0.00,0,0,0,0
-30.01,-1.19,-48.01,-30.01,-0.909434,-48.01,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-33.01,-1.09,-48.01,-33.01,-0.817447,-48.01,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-36.01,-0.992260,-48.01,-36.00,-0.726381,-48.01,-0.01,-0.27,0.00,0.27,0.01,0.27,0.00,0,0,0,0
-39.01,-0.889282,-48.00,-39.00,-0.637281,-48.00,0.00,-0.25,0.00,0.25,0.00,0.25,0.00,0,0,0,0
-42.01,-0.786119,-48.00,-42.00,-0.551330,-48.00,0.00,-0.23,0,0.23,0.00,0.23,0,0,0,0,0
-45.01,-0.683850,-48.00,-45.00,-0.469376,-48.00,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
-48.00,-0.583562,-48.00,-48.00,-0.392156,-48.00,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
-51.00,-0.486348,-48.00,-51.00,-0.320242,-48,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-54.00,-0.393307,-48.00,-54.00,-0.254070,-48.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-57.00,-0.305634,-48.00,-57.00,-0.193980,-48.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
-60.00,-0.225066,-48.00,-60.00,-0.140700,-48.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-63.00,-0.153076,-48.00,-63.00,-0.094517,-48.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
-66.00,-0.091628,-48.00,-66.00,-0.056040,-48.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-69.00,-0.043331,-48.00,-69.00,-0.026345,-48.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-72.00,-0.011517,-48.00,-72.00,-0.007040,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-75,-0.000001,-48,-75,-0.000001,-48,0,0,0,0,0,0,0,31.41,-28.29,1.48,-13.56
75,-0.000001,-51,75,-0.000001,-51,0,0,0,0,0,0,0,28.92,26.66,0.227059,-11.20
72.00,-0.005447,-51.00,72.00,-0.004635,-51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.021854,-51.00,69.00,-0.018765,-51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.047574,-51.00,66.00,-0.041039,-51.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.081495,-51.00,63.00,-0.070580,-51.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.123133,-51.00,60.00,-0.107095,-51.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
57.00,-0.171058,-51.00,57.00,-0.149308,-51.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
54.00,-0.225669,-51.00,54.00,-0.197763,-51.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
51.00,-0.285519,-51.00,51.00,-0.251130,-51.00,0.00,-0.03,0,0.03,0.00,0.03,0,0,0,0,0
48.00,-0.350786,-51.00,48.00,-0.309686,-51.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
45.00,-0.420768,-51.00,45.00,-0.372783,-51.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
42.00,-0.495271,-51.00,42.00,-0.440240,-51.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
39.00,-0.573494,-51.00,39.00,-0.511201,-51.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
36.00,-0.654611,-51.00,36.00,-0.584757,-51.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
33.00,-0.738095,-51.01,33.00,-0.660237,-51.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
30.00,-0.823038,-51.01,30.00,-0.736631,-51.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
27.00,-0.907975,-51.01,27.01,-0.812353,-51.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
24.00,-0.991680,-51.01,24.01,-0.886142,-51.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
21.00,-1.07,-51.02,21.01,-0.956336,-51.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
18.00,-1.15,-51.02,18.01,-1.02,-51.02,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
15.00,-1.22,-51.02,15.01,-1.08,-51.02,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
12.00,-1.28,-51.03,12.00,-1.13,-51.02,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
9.00,-1.33,-51.03,9.00,-1.17,-51.02,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
6.00,-1.38,-51.03,6.00,-1.20,-51.02,0.00,-0.18,-0.01,0.18,0.00,0.18,0.01,0,0,0,0
3.00,-1.41,-51.03,3.00,-1.22,-51.03,0.00,-0.19,-0.01,0.19,0.00,0.19,0.01,0,0,0,0
-0.004674,-1.43,-51.03,0.000325,-1.23,-51.03,0.00,-0.20,-0.01,0.20,0.00,0.20,0.01,0,0,0,0
-3.01,-1.43,-51.03,-3.00,-1.22,-51.03,-0.01,-0.21,-0.01,0.21,0.01,0.21,0.01,0,0,0,0
-6.01,-1.43,-51.03,-6.00,-1.21,-51.02,-0.01,-0.22,-0.01,0.22,0.01,0.22,0.01,0,0,0,0
-9.01,-1.41,-51.03,-9.00,-1.18,-51.02,-0.01,-0.23,-0.01,0.23,0.01,0.23,0.01,0,0,0,0
-12.01,-1.38,-51.03,-12.00,-1.14,-51.02,-0.01,-0.24,0.00,0.24,0.01,0.24,0.00,0,0,0,0
-15.01,-1.33,-51.02,-15.01,-1.09,-51.02,-0.01,-0.24,0.00,0.24,0.01,0.24,0.00,0,0,0,0
-18.01,-1.28,-51.02,-18.01,-1.03,-51.02,-0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
-21.01,-1.22,-51.02,-21.01,-0.969990,-51.01,-0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
-24.01,-1.15,-51.01,-24.01,-0.900907,-51.01,-0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
-27.01,-1.08,-51.01,-27.01,-0.827962,-51.01,-0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
-30.01,-0.998355,-51.01,-30.00,-0.752751,-51.01,0.00,-0.25,0.00,0.25,0.00,0.25,0.00,0,0,0,0
-33.01,-0.915266,-51.01,-33.00,-0.676634,-51.00,0.00,-0.24,0.00,0.24,0.00,0.24,0.00,0,0,0,0
-36.01,-0.829812,-51.00,-36.00,-0.600936,-51.00,0.00,-0.23,0.00,0.23,0.00,0.23,0.00,0,0,0,0
-39.01,-0.742879,-51.00,-39.00,-0.526584,-51.00,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-42.00,-0.655589,-51.00,-42.00,-0.454600,-51.00,0.00,-0.20,0.00,0.20,0.00,0.20,0.00,0,0,0,0
-45.00,-0.569261,-51.00,-45.00,-0.386124,-51.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-48.00,-0.484543,-51.00,-48.00,-0.321486,-51.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-51.00,-0.402590,-51.00,-51,-0.261416,-51.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-54.00,-0.324311,-51.00,-54.00,-0.206246,-51.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-57.00,-0.250828,-51.00,-57.00,-0.156387,-51.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-60.00,-0.183444,-51.00,-60.00,-0.112274,-51.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
-63.00,-0.124042,-51.00,-63.00,-0.074786,-51.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-66.00,-0.073173,-51.00,-66.00,-0.043331,-51.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
-69.00,-0.034072,-51.00,-69.00,-0.019869,-51.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-72.00,-0.008952,-51.00,-72.00,-0.005208,-51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-75,-0.000001,-51,-75,-0.000001,-51,0,0,0,0,0,0,0,29.63,-27.04,0.437866,-12.11
75,-0.000001,-54,75,-0.000001,-54,0,0,0,0,0,0,0,25.43,23.52,-0.640962,-9.64
72.00,-0.003959,-54.00,72.00,-0.003289,-54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.016328,-54.00,69.00,-0.013809,-54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.036100,-54.00,66.00,-0.030745,-54.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.062755,-54.00,63.00,-0.053742,-54.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.096029,-54.00,60.00,-0.082681,-54.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
57.00,-0.134653,-54.00,57.00,-0.116427,-54.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
54.00,-0.179057,-54.00,54.00,-0.155528,-54.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
51.00,-0.228082,-54.00,51.00,-0.198943,-54.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
48.00,-0.281586,-54.00,48.00,-0.246614,-54.00,0.00,-0.03,0,0.04,0.00,0.03,0,0,0,0,0
45.00,-0.339475,-54.00,45.00,-0.298506,-54,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
42.00,-0.400792,-54.00,42.00,-0.353664,-54.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
39.00,-0.465533,-54.00,39.00,-0.412054,-54.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
36.00,-0.532646,-54.00,36.00,-0.472533,-54.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
33.00,-0.601688,-54.00,33.00,-0.534565,-54.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
